RepRapFirmware height map file v2 generated at 2022-03-23 08:30, min error -0.028, max error 0.089, mean 0.032, deviation 0.030
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,270.00,30.00,270.00,-1.00,59.99,59.99,5,5
  0.051,  0.043,  0.069,  0.089,  0.057
  0.008,  0.008,  0.030,  0.052,  0.034
 -0.023, -0.028,  0.003,  0.017,  0.010
  0.003,  0.000,  0.023,  0.043,  0.020
  0.055,  0.040,  0.065,  0.080,  0.061
